2026-02-21 14:31:09,ping,google.com,8.292,Success
2026-02-21 14:31:28,nslookup,github.com,140.82.112.4,Success
2026-02-21 14:32:16,ifconfig,all,2e:9b:52:2a:3a:d1 / 192.168.2.187,Captured
